gene_id	gene_name	CBA_001	CBA_002	CBA_003	CBA_004	CBA_005	CBA_006	CBA_007	CBA_008	CBA_009	CBA_010
ACTN3	ACTN3	0	0	0	0	0	0	1	0	0	0
ACTN4	ACTN4	410	407	503	454	505	525	670	312	145	391
ACTR10	ACTR10	1234	1037	1342	1509	1474	1192	1535	1156	222	142
ACTR1A	ACTR1A	667	543	925	919	968	774	1057	583	64	60
ACTR1B	ACTR1B	26	37	27	42	28	24	42	30	7	45
ACTR2	ACTR2	1399	1064	1996	1757	2323	1595	2935	1555	1311	1938
ACTR3	ACTR3	2382.565	1606.886	2485.971	2443.329	2475.818	2088.737	3236.851	1419.677	877.97	971.549
ACTR3B	ACTR3B	81	37.999	70	85.999	66	72.999	94.999	53.961	10	15
ACTR3BP2	ACTR3BP2	0	1	0	0	0	0	0	0	0	0
ACTR3BP5	ACTR3BP5	1	0	0	0	0	0	0	0	0	0
ACTR3C	ACTR3C	0	0	2	1	0	0	0	1.038	0	0
ACTR5	ACTR5	63	59	95	55	48	67	66	54	12	25
ACTR6	ACTR6	686.001	642.001	652	684.001	754	527	799	746	215	144
ACTR8	ACTR8	192	182	347	308	187	191	284	187	21	24
ACTRT1	ACTRT1	0	0	0	0	0	0	0	1	0	0
ACTRT2	ACTRT2	0	0	0	0	0	0	0	0	0	0
ACTRT3	ACTRT3	2	0	1	0	0	0	0	0	0	0
ACVR1	ACVR1	111	121	153	101	129	88	146	92	43	80
ACVR1B	ACVR1B	20	19	25	18	21	25	20	12	8	12
ACVR1C	ACVR1C	11	5	4	0	0	3	0	3	2	3
ACVR2A	ACVR2A	116	67	94	94	98	98	106	70	30	38
ACVR2B	ACVR2B	14	12	5	4	12	5	9	9	3	9
ACVR2B-AS1	ACVR2B-AS1	1	0	0	0	1	1	0	1	0	0
ACVRL1	ACVRL1	0	0	0	0	0	0	0	0	0	0
ACY1	ACY1	101	59	121	165	116	120	132	10.722	3.141	0
ACY3	ACY3	0	0	0	0	0	0	0	0	0	0
ACYP1	ACYP1	668	556.999	592	647.001	619.999	489.999	555	521.999	246	224
ACYP2	ACYP2	225	193	192	249	280	160	228	294	38	32
AD000090.2	AD000090.2	13	21	16	16	9	12	15	14	1	7
ADA	ADA	63	46	71	183.999	86	71	128	79	24	20
ADAD1	ADAD1	0	0	0	0	0	0	0	0	0	0
ADAD2	ADAD2	0	0	0	0	0	0	0	0	0	0
ADAL	ADAL	275	257	360.999	350	305	266	313	282.001	126	58
ADAM10	ADAM10	1442	927	1622	1544	1364	1110	1640	1241	433	510
ADAM11	ADAM11	0	2	0	0	0	0	0	0	1	0
ADAM12	ADAM12	173	162	350	350	251	203	261	287	238	451
ADAM15	ADAM15	53	33	48	56	31	67.999	47	15	3	22
ADAM17	ADAM17	139	101	194	183	104	129	168	155	15	43
ADAM18	ADAM18	0	0	0	0	0	0	0	1	1	0
ADAM19	ADAM19	30	28	67	49	60	44	91	22	14	22
ADAM1A	ADAM1A	4	4	2	8	5	6	4	3	0	1
ADAM2	ADAM2	0	0	0	0	0	0	0	0	0	0
ADAM20	ADAM20	0	2	0	1	0	0	0	0	0	0
ADAM20P1	ADAM20P1	1	0	0	0	0	3	0	0	0	0
ADAM21	ADAM21	0	0	0	2	3	1	0	0	0	1
ADAM21P1	ADAM21P1	0	1	0	1	0	0	0	0	0	0
ADAM22	ADAM22	3	2	1	7	7	2	11	6	0	0
ADAM23	ADAM23	0	1	0	2	0	0	2	1	0	6
ADAM28	ADAM28	91	51	85	70	29	74.999	65.999	68	3	3
ADAM29	ADAM29	4	0	0	0	0	0	0	0	0	0
ADAM30	ADAM30	0	0	1	0	0	0	0	0	0	1
ADAM32	ADAM32	11	7	5	3	6	11	6	5	3	0
ADAM33	ADAM33	21	13	18	25	18	27	10	8	8	74
ADAM3A	ADAM3A	0	0	0	0	0	0	0	0	0	0
ADAM5	ADAM5	0	4	0	0	0	0	0	0	0	0
ADAM7	ADAM7	2	2	0	0	0	0	0	0	0	1
ADAM8	ADAM8	0	1	0	0	0	0	2	0	0	0
ADAM9	ADAM9	2197	1433	2062	1875	2035	1560	2243	1249	768	887
ADAMDEC1	ADAMDEC1	0	0	0	0	0	0	0	0	0	0
ADAMTS1	ADAMTS1	883	1148	693	242	1044	892	1729	593	210	841
ADAMTS10	ADAMTS10	3	6	2	2	2	3	1	0	0	1
ADAMTS12	ADAMTS12	82	108	68	74	108	75	136	79	9	19
ADAMTS13	ADAMTS13	0	0	3	0	1	1	1	1	0	1
ADAMTS14	ADAMTS14	0	2	4	0	4	0	4	3	0	0
ADAMTS15	ADAMTS15	2	2	4	2	0	1	1	1	4	4
ADAMTS16	ADAMTS16	1	0	0	0	3	0	1	0	0	2
ADAMTS17	ADAMTS17	0	1	1	1	0	0	5	3	0	0
ADAMTS18	ADAMTS18	9	6	5	29	7	2	8	19	0	0
ADAMTS19	ADAMTS19	0	0	0	0	0	0	0	0	0	0
ADAMTS2	ADAMTS2	1	0	1	2	0	0	0	0	2	41
ADAMTS20	ADAMTS20	0	0	0	1	0	0	0	0	0	0
ADAMTS3	ADAMTS3	6	2	4	3	7	4	4	2	2	2
ADAMTS4	ADAMTS4	1	4	0	0	0	1	0	0	0	1
ADAMTS5	ADAMTS5	119	122	87	55	187	121	234	143	107	425
ADAMTS6	ADAMTS6	144	198	123	71	181	113	182	80.607	11	30
ADAMTS7	ADAMTS7	0	0	1	0	0	0	0	0	0	0
ADAMTS7P1	ADAMTS7P1	1	0	0	0	0	0	0	0	0	0
ADAMTS8	ADAMTS8	0	0	0	0	0	0	0	1	0	0
ADAMTS9	ADAMTS9	0	0	0	2	0	0	0	2	1	0
ADAMTS9-AS2	ADAMTS9-AS2	0	0	0	0	0	0	0	0	0	0
ADAMTSL1	ADAMTSL1	248	187	303	264	306	337	323	149	41	77
ADAMTSL2	ADAMTSL2	0	0	0	0	0	0	0	0	0	0
ADAMTSL3	ADAMTSL3	2	1	1	1	0	2	0	1	0	0
ADAMTSL4	ADAMTSL4	1	0	0	1	0	4	3	0	0	0
ADAMTSL4-AS1	ADAMTSL4-AS1	2	0	2	0	1	0	0	0	0	0
ADAMTSL5	ADAMTSL5	1	0	0	0	0	0	0	0	0	0
ADAP1	ADAP1	0	0	0	0	0	0	0	0	0	0
ADAP2	ADAP2	3	0	1	1.195	2	0	2	2	0	0
ADAR	ADAR	1539	1273	1732	818.999	666.999	1157	1413.001	959.001	97	182
ADARB1	ADARB1	39	53	72	58.999	76	48	80	38	17	48.001
ADARB2	ADARB2	0	0	0	0	0	0	1	0	0	0
ADARB2-AS1	ADARB2-AS1	0	0	0	0	0	0	0	0	0	0
ADAT1	ADAT1	70	61	106	88	58	96	56	60	27	22
ADAT2	ADAT2	109	139	145	154	178	125	183	80	23	29
ADAT3	ADAT3	10	14	9	12	14	16	9	5	1	0
ADC	ADC	5	4	2	6	0	3	2	0	0	2
ADCK1	ADCK1	18	20	18	38	13	26	36	20	3	11
ADCK2	ADCK2	25	22	51	45	34	45	69	15	10	10
ADCK3	ADCK3	23	20	36	30	22	24	29	20	11	25
ADCK4	ADCK4	17	8	19	22	3	11	12	6	4	11.427
ADCK5	ADCK5	5	8	9	10	8	14	7	16	0	6
ADCY1	ADCY1	14	3	21	14	21	21	23	20	0	3
ADCY10	ADCY10	0	4	0	0	0	0	0	2	0	1
ADCY10P1	ADCY10P1	4	6	5	3	3	4	1	7	3	1
ADCY2	ADCY2	0	0	0	0	0	0	0	0	0	0
ADCY3	ADCY3	89	76	121	83	84	79	89	57	39	62
ADCY4	ADCY4	0	0	0	0	0	0	0	0	0	2
ADCY5	ADCY5	0	0	0	1	0	0	0	0	0	0
ADCY6	ADCY6	14	14	26	17	10	9	9	18	2	12
ADCY7	ADCY7	41	18	23	17	36	41	39	17	34	22
ADCY8	ADCY8	6	1	3	0	2	0	3	0	3	2
ADCY9	ADCY9	22	20	46	20	36	31	32	28	2	22
ADCYAP1	ADCYAP1	4	1	1	0	5	4	3	4	1	3
ADCYAP1R1	ADCYAP1R1	4	0	0	0	0	0	0	0	0	0
ADD1	ADD1	163	118	216	213	142	162	195	117	45	91
ADD2	ADD2	1	1	3	2	3	2	2	0	11	3
ADD3	ADD3	514634	346	454	57582	492	102583	411	180982.999	142	64
ADD3-AS1	ADD3-AS1	0	1	3	0	0	6	0	1	0	0
ADGB	ADGB	0	4	0	0	0	3	0	0	0	0
ADH1A	ADH1A	0	0	0	0	0	0	0	0	0	0
ADH1B	ADH1B	0	0	1	0	0	0	0	0	0	0
ADH1C	ADH1C	0	0	0	0	0	0	0	0	0	0
ADH4	ADH4	0	0	0	0	0	0	0	0	0	0
ADH5	ADH5	2571	1934	2758	3114	3205	2362	3403	2519	589	405
ADH6	ADH6	0	0	0	0	1	1	0	0	0	0
ADH7	ADH7	0	0	0	0	0	0	0	0	0	1
ADHFE1	ADHFE1	8	4	9	6	6	5	8	21	0	4
ADI1	ADI1	795	541	921	1024	1150	735	901	586	124	159
ADIG	ADIG	1	1	0	0	0	0	0	0	0	0
ADIPOQ	ADIPOQ	4	0	1	0	0	0	0	0	0	0
ADIPOQ-AS1	ADIPOQ-AS1	0	0	0	0	0	0	0	0	0	0
ADIPOR1	ADIPOR1	1271	1058	1506	1712	1270	1316	1352	862	191	290
ADIPOR2	ADIPOR2	112	101	146	139	155	111	143	119	42	100
ADIRF	ADIRF	237	155	178	198	155	136	103	230	12	28
ADK	ADK	1709.999	1250.999	1784.001	1709.999	2379.999	1457	2196	1266.001	322	185
ADM	ADM	255	292	190	100	122	156	171	296	18	79
ADM2	ADM2	1	1	1	0	0	0	0	0	0	0
ADM5	ADM5	2	1	2	3	4	2	3	4	0	1
ADNP	ADNP	610	420	606	716	644.999	439	726	677	315	382
ADNP2	ADNP2	323	334	316	254	322	251	291	271	148	197
ADO	ADO	195	102	135	148	238	139	170	115	101	163
ADORA1	ADORA1	9	2	15	22	3	2	18	6	0	5
ADORA2A	ADORA2A	0	0	0	0	0	0	0	0	0	0
ADORA2A-AS1	ADORA2A-AS1	0	1	0	0	1	0	0	0	0	0
ADORA2B	ADORA2B	615	506	733	665	627	629	650	385	41	60
ADORA3	ADORA3	6	8	3	3	1	2	5	8	0	0
ADPGK	ADPGK	332	214.001	332.999	342.999	185.999	335.999	300.001	144	49	80
ADPGK-AS1	ADPGK-AS1	0	2	6	1	1	2	1	4	0	1
ADPRH	ADPRH	13	4	6	7	6	1	11	2	1	1
ADPRHL1	ADPRHL1	5	3	13	8	6	5	4	5	0	4
ADPRHL2	ADPRHL2	311	313	405	355	230	385	308	169	17	30
ADPRM	ADPRM	526.001	573.001	369	246	308	298.001	311.999	404	37	29.001
ADRA1A	ADRA1A	0	1	0	0	0	0	0	0	0	0
ADRA1B	ADRA1B	6	9	4	8	6	6	17	6	1	2
ADRA1D	ADRA1D	10	8	4	8	7	13	5	4	1	2
ADRA2A	ADRA2A	0	0	0	0	1	0	0	0	0	0
ADRA2B	ADRA2B	0	0	0	0	0	0	0	0	0	1
ADRA2C	ADRA2C	0	0	0	0	0	0	0	0	0	0
ADRB1	ADRB1	0	0	0	0	0	1	2	0	0	1
ADRB2	ADRB2	62	59	54	29	30	49	45	7	6	10
ADRB3	ADRB3	0	0	0	0	0	0	1	0	0	0
ADRBK1	ADRBK1	29	25	55	45	33	39	37	29	0	13
ADRBK2	ADRBK2	47	19	57	46	39	38	51.001	25	15	11
ADRM1	ADRM1	796.001	788	1102	1060.999	776.001	1294	1223.999	569	31	80
ADSL	ADSL	1584	1329	1809	2110	2233	1864	2482	1178	249	161
ADSS	ADSS	579	399	498	465	473	494	504	349	132	199
ADSSL1	ADSSL1	0	0	3	8	3	0	3	1	1	1
ADTRP	ADTRP	76	91	97	63	115	85	115	23	12	4
AEBP1	AEBP1	0	0	0	0	0	0	0	1	0	0
AEBP2	AEBP2	594	386.001	576	518	666	355.999	697	499	248	229.001
AEN	AEN	37	38	28	31	29	26	35	26	7	17
AES	AES	418	342.999	479	492	354	374	444	315	49	138
AF064858.7	AF064858.7	0	2	0	0	0	0	0	0	0	0
AFAP1	AFAP1	82	86	144	134	147	114	177	79	59	92
AFAP1-AS1	AFAP1-AS1	0	0	0	2	1	4	0	1	0	0
AFAP1L1	AFAP1L1	5	8	7	4	12	4	6	4	3	11
AFAP1L2	AFAP1L2	1	0	1	0	1	0	3	3	0	0
AFF1	AFF1	140.001	98	145	116	62	97	106	125	30	79
AFF2	AFF2	6	1	1	2	0	0	2	1	1	0
AFF3	AFF3	130	97	185	228.001	158	114	207	133	15	20
AFF4	AFF4	197	203	261	155	172	179	239	185	90	191
AFG3L1P	AFG3L1P	77	73	112	107	81	59	82	78	21	43
AFG3L2	AFG3L2	252	185	315	323	236	243	270	147	84	74
AFM	AFM	0	1	0	0	0	0	1	0	0	1
AFMID	AFMID	43	61	40	45	59	37	60	49	10	15
AFP	AFP	223	195	210	216	326	156	218	90	92	22
AFTPH	AFTPH	245.001	238	268	180	211	157	207.001	201	84	114.999
AGA	AGA	626	520	651	688.999	492	473	601.999	552	64	72
AGAP1	AGAP1	21	10	34.999	39	29	24	46	26	25	26
AGAP1-IT1	AGAP1-IT1	0	4	2	0	0	0	2	0	0	2
AGAP11	AGAP11	5.043	2.031	1.07	1.011	1.008	2.029	1	2.077	2	0
AGAP2	AGAP2	1	3	3	4	0	4	2	3	0	0
AGAP2-AS1	AGAP2-AS1	25	30	50	44	24	39	46	22	1	3
AGAP3	AGAP3	22	18	37	45	20	42	46	31	13	59
AGAP4	AGAP4	19.866	19.764	16.503	26.06	13.241	21.43	17.75	10.256	1.125	9.727
AGAP5	AGAP5	4.637	10.349	11.659	15.426	5.833	1.205	3.498	10.109	3.563	3.065
AGAP6	AGAP6	40.769	35.964	42.705	52.518	30.751	19.355	45.024	31.676	1.184	21.208
AGAP7	AGAP7	0	1.763	0	0	0	0	0	0	0	0
AGAP9	AGAP9	6.684	15.935	7.556	6.98	14.167	5.988	10.728	4.464	1.128	0
AGBL1	AGBL1	0	1	0	0	0	0	0	0	0	1
AGBL1-AS1	AGBL1-AS1	0	0	0	0	0	0	0	0	0	0
AGBL2	AGBL2	23	11	9	9	6	6	8	13	2	0
AGBL3	AGBL3	18	19	12	10	25	19	18	21	4	0
AGBL4	AGBL4	0	1	0	0	0	0	0	1	0	0
AGBL4-IT1	AGBL4-IT1	0	0	0	0	0	0	0	0	0	0
AGBL5	AGBL5	310	259	342	362	441	257	352	334	219	231
AGBL5-AS1	AGBL5-AS1	0	0	0	0	1	0	0	0	0	0
AGER	AGER	2	2	7	8	2	7	2	4	2	0
AGFG1	AGFG1	462	395	495	435	458.999	362	443	311	248	349.001
AGFG2	AGFG2	12	4	5	8	3	5	18	16	1	7
AGGF1	AGGF1	279	214	411	367	320	287	319	247	137	176
AGK	AGK	530	386	544.999	581.001	472	473	732.999	370.001	74.999	61
AGL	AGL	192	118	229	271	220	161	285.001	248	101	120
AGMAT	AGMAT	36	33	50	60	67	54	67	30	6	6
AGMO	AGMO	2	5	2	0	0	0	0	0	0	0
AGO1	AGO1	59	52	80	104	103	65	100	71	28	63
AGO2	AGO2	28	34	26	31	25	44	45	19	6	16
AGO3	AGO3	39	80	88	60	67	39	89	38	15	26
AGO4	AGO4	57	41	58	59	51	56	75	49	19	61
AGPAT1	AGPAT1	102	70.001	143	150	102	101.001	126	97	32	93
AGPAT2	AGPAT2	131	112	151	183	74	177	150	62	12	43
AGPAT3	AGPAT3	137	118	171	129	122	126	185	96	46	72
AGPAT4	AGPAT4	29	20	27	29	23	25	34	26	6	18
AGPAT4-IT1	AGPAT4-IT1	0	5	5	2	2	4	2	3	1	2
AGPAT5	AGPAT5	936	791	1205	1583	1281	961	1367	777	260	300
AGPAT6	AGPAT6	72	68	108	93	57	74	88	47	17	44
AGPAT9	AGPAT9	3	8	0	3	1	3	1	0	0	0
AGPS	AGPS	531	465	627	606	645	477	847	446	340	292
AGR2	AGR2	0	0	2	2	0	0	0	1	0	0
AGR3	AGR3	0	0	0	1	0	0	0	0	0	0
AGRN	AGRN	130	110	167	91	76	102	109	141	3	55
AGRP	AGRP	0	0	0	0	0	0	0	0	0	0
AGT	AGT	0	0	0	2	1	0	0	1	0	2
AGTPBP1	AGTPBP1	138	138.001	205	182	188	109	227	141	103	113
AGTR1	AGTR1	71	62	87.001	93.001	85	74	59	30	14	7
AGTR2	AGTR2	1	1	0	0	0	0	0	0	0	0
AGTRAP	AGTRAP	1048.999	870	959	501.001	469	701.001	762	633	19	76
AGXT	AGXT	0	0	0	0	0	0	0	0	0	0
AGXT2	AGXT2	0	0	0	0	0	0	0	0	0	0
AHCTF1	AHCTF1	661.809	507.967	597.901	524.961	730.922	517.971	756	454.343	385.931	303
AHCTF1P1	AHCTF1P1	4.191	1.032	2.099	1.04	1.079	1.029	4.999	2.656	2.069	0
AHCY	AHCY	360	301.999	482	440	404	445	484	255	167	263
AHCYL1	AHCYL1	491	412	645	660	633	484	665	488	415	526
AHCYL2	AHCYL2	70	76	92	97	72	79	75	75	43	29
AHDC1	AHDC1	12	27	20	37	28	27	32	38	12	35
AHI1	AHI1	1660	1366.001	1307	1211	1382	892	1266.001	1100	274	201.999
AHNAK	AHNAK	332	318	510	403	510	428	570	263	83	362.001
AHNAK2	AHNAK2	220	220	280	265	304	240	305	123	98	110
AHR	AHR	23	9	15	10	4	3	8	12	0	0
AHRR	AHRR	0	0	7	2	0	2	0	0	0	0
AHSA1	AHSA1	735	682	826	696	687	741	947	433	104	72
AHSA2	AHSA2	231	237	261	296	272	212	283.501	225	119	241.999
AHSG	AHSG	0	0	0	0	0	0	0	0	0	0
AHSP	AHSP	0	0	1	1	3	0	0	0	0	0
AICDA	AICDA	0	2	0	0	2	0	0	0	0	0
AIDA	AIDA	1014	694	771	609	787	571	779	478	365	528
AIF1	AIF1	0	0	0	0	0	0	0	0	0	1
AIF1L	AIF1L	2	1	0	2	0	2	11	5	0	1
AIFM1	AIFM1	323	197	394	450	286	331	369	197	67	54
AIFM2	AIFM2	55	37	58	43	74	63	62	38	4	20
AIFM3	AIFM3	0	0	4	1	0	1	4	1	0	0
AIG1	AIG1	420	349	503	578.001	463.999	364	620	524.001	79	93.999
AIM1	AIM1	309	259	320	384	321	234	321	178	55	22
AIM1L	AIM1L	13	8	5	10	5	4	0	5	0	0
AIM2	AIM2	23	28	9	5	7	1	3	6	0	0
AIMP1	AIMP1	2556	2143.999	2098	2127.001	3073	1954	2930.001	1996	504	320
AIMP2	AIMP2	1587	1402.784	1841.987	1911.999	1973	1732.999	2092.834	1263.727	178	173
AIP	AIP	373	371	496	680	533	535	558	408	42	47
AIPL1	AIPL1	7	2	1	0	0	4	0	5	0	0
AIRE	AIRE	0	0	0	0	0	0	0	0	0	0
AIRN	AIRN	0	2	0	1	2	1	0	0	0	1
AJAP1	AJAP1	2	0	0	0	0	0	0	1	0	0
AJUBA	AJUBA	84	93	77	53	117	86	84	34	51	100
AK1	AK1	460.999	402	511	716	706	482	620	502	20	77
AK2	AK2	2265.999	1920.999	2580.001	2453	3033	2164	2842.999	1919	421	479.001
AK3	AK3	1260.999	1040	1258	1291.999	1237	1045	1397	963	580	759
AK4	AK4	153	156	159	181	212	129	178	85	59	252
AK5	AK5	278.001	207	264	207	264	281	361	62	44	86
AK6	AK6	2210.118	1878.172	1988.39	1883.518	3111.353	1839.866	2561.207	1873.553	950.705	817.892
AK7	AK7	1	1	3	3	2	0	6	1	0	0
AK8	AK8	0	0	0	1	4	5	2	3	0	2
AK9	AK9	52	76	59	54	33	41	43	47	9	8
AKAP1	AKAP1	116	67	106	110	152	116	137	121	21	30
AKAP10	AKAP10	173	148	192	160	153	131	186	131.999	53	78
AKAP11	AKAP11	604	451	786	853	920	634	930	863	517	330
AKAP12	AKAP12	675	682	959	864	1072	788	1225	668	206	244
AKAP13	AKAP13	119	106	179	188.999	87.001	113	189.001	183	29	31
AKAP14	AKAP14	2	0	1	0	0	1	0	0	0	0
AKAP17A	AKAP17A	86	49	89	87	67	108	91	50	28	85
AKAP17A-2	AKAP17A	0	0	0	0	0	0	0	0	0	0
AKAP2	AKAP2	372	344	309	198	333	294	458	169	89	158
AKAP3	AKAP3	1	8	2	6	2	5	6	3	0	2
AKAP4	AKAP4	1	0	0	0	0	0	0	0	1	0
AKAP5	AKAP5	16	14	22	40	14	18	13	13	5	5
AKAP6	AKAP6	14	19	6	15	16	8	14	12	7	1
AKAP7	AKAP7	234	162	171	119	135	137	159	122.999	57	50.999
AKAP8	AKAP8	122	126	150	117	141	110	130	131	45	65
AKAP8L	AKAP8L	166	191	153	125	83	159	152	100	8	17
AKAP9	AKAP9	1472	1423	2569	2371	1718	1559	2671	2578	427	362
AKIP1	AKIP1	751.001	577	998.001	1042	853	944	954	583.999	183	152
AKIRIN1	AKIRIN1	385	369	392	335	314	331	406	226	120	203
AKIRIN2	AKIRIN2	274	262	311	287	267	283	403	242	85	140
AKNA	AKNA	5	3	16	2	4	2	5	7	1	4
AKNAD1	AKNAD1	21	16	14	13	16	17	31	7	3	4
AKR1A1	AKR1A1	567	473.999	887	1111	803	751.001	896	619.999	50	92
AKR1B1	AKR1B1	2861	2271	3011	2708	2672	2994	2836	1757	521	676
AKR1B10	AKR1B10	43	18	77	160.992	82	55.986	45	99.984	21	6
AKR1B15	AKR1B15	1	0	0	6.008	2	1.014	0	2.016	0	2
AKR1C1	AKR1C1	34.782	45.025	20.228	11.016	27.82	21.463	30	12.129	2.689	14.998
AKR1C2	AKR1C2	3.218	4.229	5.772	2.054	8.18	0	0	2.006	3.311	9.064
AKR1C3	AKR1C3	40	23.746	73	127.93	48	21.537	49	145.865	52	280.938
AKR1C4	AKR1C4	1	0	0	0	0	0	0	0	0	0
AKR1C6P	AKR1C6P	0	0	0	0	0	0	0	0	0	0
AKR1CL1	AKR1CL1	0	0	0	0	0	0	0	0	0	0
AKR1D1	AKR1D1	0	0	0	0	0	0	0	0	0	0
AKR1E2	AKR1E2	0	0	1	0	0	0	0	1	0	0
AKR7A2	AKR7A2	419.998	369.99	622.999	737	522	453	543	372.992	56	86
AKR7A2P1	AKR7A2P1	1	0	0	0	0	0	0	0	0	0
AKR7A3	AKR7A3	0	0	0	0	0	0	0	1.004	0	0
AKR7L	AKR7L	1.002	2.01	1.001	4	0	1	0	2.005	1	3
AKT1	AKT1	289	209	352	363	268	297	375	203	53	83
AKT1S1	AKT1S1	39	35	43	44	33	43	50	28	7	36
AKT2	AKT2	17	13	32	24	23	17	29	19	7	36
AKT3	AKT3	239	258	253	206	265	207	319	193	127	232
AKTIP	AKTIP	269	244	276	324	371	317	371.001	258.999	75	116
AL022344.4	AL022344.4	0	0	0	0	0	0	0	0	0	0
AL022476.2	AL022476.2	6	4	18	14	7	10	8	12	3	2
AL109763.2	AL109763.2	0	0	0	0	0	0	0	0	0	0
AL121656.5	AL121656.5	0	0	0	1	0	0	0	1	0	0
AL132709.5	AL132709.5	69.999	56	54	28	69.001	53	50	39	26	2
AL592528.1	AL592528.1	0	0	0	0	0	0	0	0	0	0
ALAD	ALAD	33	30	51	55	35	29	38	35	18	33
ALAS1	ALAS1	218	157.999	213	169	167	206	213.999	125	18	40
ALAS2	ALAS2	0	0	0	0	0	0	0	0	0	0
ALB	ALB	1	0	0	0	0	0	0	0	0	0
ALCAM	ALCAM	4039.001	2861	2979.999	2494.001	4359	3150.001	3930.999	1921	1898	2058
ALDH16A1	ALDH16A1	3	7	13	10	8	5	8	7	8	23
ALDH18A1	ALDH18A1	315.999	181	379	384	378.999	344	431	190	139	200
ALDH1A1	ALDH1A1	23	9	41	32	9	14	30	107	0	0
ALDH1A2	ALDH1A2	0	1	0	0	1	0	0	0	0	0
ALDH1A3	ALDH1A3	28	28	16	31	30	15	20	2	24	2
ALDH1B1	ALDH1B1	118	74	137	124	93	151	146	54	34	77
ALDH1L1	ALDH1L1	0	0	0	0	0	0	0	0	0	0
ALDH1L1-AS1	ALDH1L1-AS1	0	0	0	0	0	0	0	0	0	0
ALDH1L1-AS2	ALDH1L1-AS2	1	0	0	0	0	0	0	0	0	0
ALDH1L2	ALDH1L2	24	20	9	8	8	13	29	18	6	4
ALDH2	ALDH2	76	59	97	96	71	118	117	57	18	35
ALDH3A1	ALDH3A1	1	0	2	2	2	1	2	1	0	1
ALDH3A2	ALDH3A2	349	243	470	556	323	272	442	455	70	131
ALDH3B1	ALDH3B1	24	24	18	36	13	21	28	18	12	26
ALDH3B2	ALDH3B2	0	1	0	0	0	0	0	1	0	0
ALDH4A1	ALDH4A1	32	20	32	38	22	24	38	14	3	11
ALDH5A1	ALDH5A1	10	2	4	1	3	6	5	8	5	18
ALDH6A1	ALDH6A1	48	51	63	86	52	49	62	57	13	22
ALDH7A1	ALDH7A1	267	175	368	504	244	262	359	298	66	114
ALDH8A1	ALDH8A1	1	0	2	2	1	0	1	5	0	0
ALDH9A1	ALDH9A1	258	205	276	336	266	234	321	166	109	141
ALDOA	ALDOA	5029.981	3969.947	7067.972	8540	5902	6615	7679	4373	264	468.999
ALDOB	ALDOB	1	0	2	0	1	0	0	0	0	0
ALDOC	ALDOC	104.019	114.053	218.028	352	166	151	198	250	1	14
ALG1	ALG1	224	175.91	273.696	220.868	211	257	242	105.923	19	42
ALG10	ALG10	84.5	66.516	111.359	94.857	86.028	86.368	115.865	84	21	10.53
ALG10B	ALG10B	95.501	64.485	63.642	93.143	54.972	63.632	74.135	101	49	49.47
ALG11	ALG11	607.821	409.65	566.649	549.053	723.868	444.715	759.674	599.289	101.721	28.828
ALG12	ALG12	48	43	82	80	42	68	48	31	4	11
ALG13	ALG13	1122	903	1030.999	992	1744.001	1018	1424	860.999	408	244
ALG14	ALG14	498	456	526	601	777	441	647	683	269	172
ALG1L	ALG1L	1	2.09	13.279	5.132	4	4	7.913	3.077	1	0
ALG1L2	ALG1L2	1	0	0	0	0	0	0	0	0	0
ALG1L9P	ALG1L9P	1	1	1	0	2	2	1	2	0	0
ALG2	ALG2	374	328	431	433	334	401	491	296	92	133
ALG3	ALG3	506	411	661	730	559	547	698.999	426	43	61
ALG5	ALG5	3068	2335.999	3120	3429.001	3915	2367	3347	3406.001	489	266
ALG6	ALG6	890	604	929	1222	1223	702	1303	1231	132	114
ALG8	ALG8	2007.999	1456.001	1917	1766.999	2312	1586.999	2332	1798	405	123
ALG9	ALG9	294	196	264	260.999	229	220.999	247	150.001	76	71
ALK	ALK	3	5	1	1	2	3	0	3	2	0
ALKBH1	ALKBH1	119	108	105	89	90	111	94	102	31	25
ALKBH2	ALKBH2	153	129	143.999	188.001	164	161.001	197.001	130.001	16	17
ALKBH3	ALKBH3	231	244	356	367	392	315	376	248	49	56
ALKBH3-AS1	ALKBH3-AS1	0	0	0	0	0	1	0	3	0	0
ALKBH4	ALKBH4	55	54	91	99	56	78	55	33	9	15
ALKBH5	ALKBH5	239	149	287	305	297	197	258	199	74	160
ALKBH6	ALKBH6	219	162	266	315	301	198	252	200.001	24	23
ALKBH7	ALKBH7	186	201	265	341	289	207	314	217	51	60
ALKBH8	ALKBH8	79	77	80	75	70	80	117	81	28	33
ALLC	ALLC	0	0	0	0	0	0	0	0	0	0
ALMS1	ALMS1	77	66	126	141	128	92	143	85	38	39
ALMS1-IT1	ALMS1-IT1	2	1	7	4	2	2	1	4	2	2
ALMS1P	ALMS1P	0	0	0	0	0	2	0	0	0	0
ALOX12	ALOX12	0	0	0	1	0	1	0	0	0	0
ALOX12B	ALOX12B	0	0	0	0	0	0	0	0	0	0
ALOX12P2	ALOX12P2	0	0	0	0	0	0	0	0	0	0
ALOX15	ALOX15	0	0	0	0	0	0	0	0	0	0
ALOX15B	ALOX15B	0	1	0	0	0	0	0	0	0	0
ALOX15P1	ALOX15P1	0	0	0	0	0	0	0	0	0	0
