"","CBA_001","CBA_002","CBA_004","CBA_005","CBA_007","CBA_008"
"LOC101929750",0,0,0,0,0,0
"LOC101929751",0,0,0,0,0,0
"LOC101929752",0,0,0,0,0,0
"LOC101929753",0,1,0,0,0,0
"LOC101929754",0,0,0,0,0,0
"LOC101929755",0,0,0,0,0,0
"LOC101929757",1,0,0,0,0,0
"LOC101929758",16,15,5,9,12,7
"LOC101929759",0,1,0,0,0,1
"LOC101929761",9,3,5,3,4,1
"LOC101929762",1,2,0,0,0,0
"LOC101929763",0,0,0,0,0,0
"LOC101929766",0,0,0,0,0,0
"LOC101929770",0,2,0,0,0,0
"LOC101929777",0,0,0,0,0,0
"LOC101929781",0,0,0,0,0,0
"LOC101929786",31,26,21,27,32,11
"LOC101929787",57,80,35,44,51,39
"LOC101929788",0,0,0,0,0,0
"LOC101929790",0,0,1,1,0,1
"LOC101929792",65,63,6,24,32,13
"LOC101929796",22,28,37,22,41,21
"LOC101929798",0,0,0,0,0,0
"LOC101929800",1,0,0,0,0,0
"LOC101929803",0,0,0,0,0,0
"LOC101929805",0,1,0,0,0,2
"LOC101929806",0,0,0,0,0,0
"LOC101929814",0,0,0,2,0,0
"LOC101929815",0,8,0,0,0,0
"LOC101929818",0,0,0,0,0,0
"LOC101929819",0,3,0,2,2,2
"LOC101929824",0,0,0,0,0,0
"LOC101929826",2,0,0,0,2,3
"LOC101929831",0,0,0,0,0,0
"LOC101929837",0,1,2,0,0,0
"LOC101929844",0,0,0,0,0,0
"LOC101929846",2,4,1,1,0,0
"LOC101929860",0,0,0,0,0,0
"LOC101929863",0,0,1,1,2,0
"LOC101929866",0,0,0,0,0,0
"LOC101929882",0,0,0,0,0,0
"LOC101929887",0,4,1,1,0,1
"LOC101929891",0,0,0,0,0,0
"LOC101929897",0,0,0,0,0,0
"LOC101929901",0,0,0,0,0,1
"LOC101929918",0,0,8,2,0,10
"LOC101929922",0,0,0,0,0,0
"LOC101929937",1,2,1,1,0,0
"LOC101929946",3,2,2,1,3,5
"LOC101929949",6,3,13,10,12,2
"LOC101929950",23,23,22,15,17,8
"LOC101929953",2,0,0,0,0,0
"LOC101929959",138,123,121,140,159,93
"LOC101929964",1,1,0,1,0,0
"LOC101929972",0,0,0,0,0,0
"LOC101929974",0,0,0,0,0,0
"LOC101929976",0,0,0,0,0,0
"LOC101929977",0,2,1,3,0,2
"LOC101929983",0,0,0,0,0,0
"LOC101929986",14,22,16,18,23,14
"LOC101929989",0,0,0,0,0,0
"LOC101929998",0,0,0,0,0,0
"LOC101930010",4,2,0,1,4,0
"LOC101930026",0,0,0,0,0,0
"LOC101930033",35,26,68,55,35,18
"LOC101930048",0,0,0,0,0,0
"LOC101930053",0,1,0,0,0,2
"LOC101930071",22,10,9,10,11,11
"LOC101930091",0,0,0,0,0,0
"LOC101930098",0,0,0,0,0,0
"LOC101930100",0,0,1,0,0,0
"LOC101930109",0,0,0,0,0,0
"LOC101930114",3,0,2,0,0,2
"LOC101930120",0,0,0,0,0,0
"LOC101930129",1,1,1,1,1,0
"LOC101930137",1,1,0,1,0,0
"LOC101930164",0,0,0,0,0,0
"LOC101930171",0,0,0,0,0,0
"LOC101930232",0,1,0,1,3,2
"LOC101930249",0,0,0,0,0,0
"LOC101930259",0,0,0,0,0,0
"LOC101930275",0,1,0,0,0,1
"LOC101930276",3,0,1,0,1,0
"LOC101930294",0,0,0,0,0,0
"LOC101930305",0,0,0,0,0,0
"LOC101930307",0,0,0,0,0,0
"LOC101930310",0,0,0,0,0,0
"LOC101930332",0,0,0,0,0,0
"LOC101930343",0,0,0,0,0,0
"LOC101930357",0,0,2,1,1,0
"LOC101930370",1,3,2,2,2,1
"LOC101930375",1,0,1,1,1,3
"LOC101930384",0,0,0,0,0,0
"LOC101930420",0,0,2,0,0,2
"LOC101930421",0,1,0,0,0,0
"LOC101930434",0,0,0,0,0,0
"LOC101930452",1,2,3,3,3,1
"LOC101930460",0,0,1,0,0,0
"LOC101930476",0,0,0,0,0,0
"LOC101930484",0,0,0,0,0,0
"LOC101930496",1,0,0,0,0,0
"LOC101930523",0,0,0,0,0,0
"LOC101930531",15,9,5,4,10,8
"LOC101930567",0,0,1,1,0,0
"LOC101930580",0,1,0,0,0,1
"LOC101930593",0,0,0,0,0,0
"LOC101930644",0,0,0,0,1,0
"LOC101930665",0,0,0,0,0,0
"LOC102031319",0,0,0,0,0,0
"LOC102060414",3,0,0,0,0,0
"LOC102288414",1505,1358,1773,2457,2094,1416
"LOC102467073",0,3,1,1,5,1
"LOC102467074",0,0,0,0,0,0
"LOC102467075",0,0,0,0,0,0
"LOC102467079",0,0,0,0,0,0
"LOC102467080",26,13,33,25,16,19
"LOC102467081",0,0,0,0,0,0
"LOC102467146",0,0,0,2,0,0
"LOC102467147",0,0,0,0,0,0
"LOC102467212",0,0,0,0,0,0
"LOC102467213",0,0,0,0,0,0
"LOC102467214",0,0,0,0,0,1
"LOC102467216",0,0,0,0,0,0
"LOC102467217",0,0,0,0,0,0
"LOC102467223",0,0,0,0,0,0
"LOC102467224",1,0,0,0,0,0
"LOC102467225",0,0,0,0,0,0
"LOC102467226",1,0,0,0,0,0
"LOC102467655",0,0,0,0,0,0
"LOC102477328",0,0,0,0,0,0
"LOC102503427",0,0,0,0,0,0
"LOC102503429",0,0,0,0,0,0
"LOC102524628",0,0,0,0,0,0
"LOC102546175",3,0,0,0,1,0
"LOC102546226",0,1,0,1,0,0
"LOC102546227",0,1,0,0,0,0
"LOC102546228",0,0,0,0,0,0
"LOC102546229",0,0,0,1,3,0
"LOC102546294",2,3,0,0,0,0
"LOC102546298",3,4,1,7,7,6
"LOC102546299",0,0,0,0,0,0
"LOC102557615",0,0,0,0,0,0
"LOC102577424",0,0,0,0,0,0
"LOC102577426",0,0,2,0,0,0
"LOC102606465",243,236,244,321,305,176
"LOC102606466",2,0,0,0,0,0
"LOC102659288",4,6,5,16,3,7
"LOC102723305",0,0,0,0,0,0
"LOC102723306",4,1,3,0,6,1
"LOC102723307",0,1,0,0,0,0
"LOC102723308",0,0,0,0,0,0
"LOC102723309",0,1,1,0,0,0
"LOC102723310",0,1,1,0,1,1
"LOC102723311",2,1,4,0,0,2
"LOC102723313",0,0,0,0,0,0
"LOC102723315",0,0,0,0,0,0
"LOC102723316",0,0,0,0,0,0
"LOC102723317",0,1,0,1,2,0
"LOC102723318",0,0,0,0,0,0
"LOC102723319",0,0,0,0,0,0
"LOC102723320",0,0,0,0,0,0
"LOC102723321",0,0,0,0,0,0
"LOC102723322",0,0,0,0,0,0
"LOC102723323",0,0,1,0,0,0
"LOC102723324",0,0,0,0,0,0
"LOC102723325",0,0,0,0,0,0
"LOC102723326",0,0,0,0,0,0
"LOC102723327",0,0,0,1,0,0
"LOC102723328",0,0,0,0,1,0
"LOC102723329",1,1,2,0,0,0
"LOC102723330",0,0,0,0,0,0
"LOC102723331",0,0,0,0,1,1
"LOC102723332",0,1,0,1,0,0
"LOC102723334",0,0,0,0,0,0
"LOC102723335",0,0,0,0,0,0
"LOC102723336",0,0,0,0,0,0
"LOC102723337",0,0,0,0,0,0
"LOC102723338",0,0,0,0,0,0
"LOC102723339",0,0,0,0,0,0
"LOC102723340",0,0,0,0,0,0
"LOC102723341",0,0,0,0,0,0
"LOC102723342",49,47,44,69,54,38
"LOC102723343",0,0,0,0,0,0
"LOC102723344",0,0,0,0,0,0
"LOC102723345",0,0,0,0,0,0
"LOC102723346",1,0,0,0,1,0
"LOC102723347",0,0,0,0,0,0
"LOC102723348",0,0,0,0,0,0
"LOC102723349",0,0,0,0,0,0
"LOC102723350",0,0,0,0,0,0
"LOC102723351",0,0,0,0,0,0
"LOC102723352",7,2,7,3,7,1
"LOC102723353",2,0,3,3,1,2
"LOC102723354",1,1,0,1,0,0
"LOC102723355",0,0,0,0,0,0
"LOC102723356",1,0,0,3,0,0
"LOC102723357",0,0,0,0,0,0
"LOC102723358",0,0,0,0,0,0
"LOC102723359",0,0,0,0,0,0
"LOC102723360",52,134,91,72,68,101
"LOC102723361",1,0,0,0,1,0
"LOC102723362",0,0,0,0,0,0
"LOC102723363",0,0,0,0,0,0
"LOC102723364",0,0,0,0,0,0
"LOC102723365",1,0,0,1,1,0
"LOC102723366",0,3,0,0,0,0
"LOC102723367",5,9,2,5,4,1
"LOC102723368",0,0,0,0,0,0
"LOC102723369",0,6,0,0,0,0
"LOC102723370",0,0,0,0,0,0
"LOC102723371",2,0,0,0,0,0
"LOC102723372",0,0,0,0,0,0
"LOC102723373",0,0,0,0,0,0
"LOC102723374",0,0,0,0,0,0
"LOC102723375",0,0,0,1,0,1
"LOC102723376",0,0,0,0,0,0
"LOC102723377",0,0,0,0,0,0
"LOC102723378",0,0,0,0,0,0
"LOC102723379",0,0,0,0,0,0
"LOC102723380",0,1,0,0,0,0
"LOC102723381",0,1,1,1,0,0
"LOC102723382",2,0,0,0,0,0
"LOC102723383",0,0,0,0,0,0
"LOC102723384",0,0,0,0,0,0
"LOC102723385",1,1,2,1,1,2
"LOC102723386",0,0,0,0,0,0
"LOC102723388",1,0,0,0,0,0
"LOC102723389",0,0,0,0,0,0
"LOC102723390",0,0,0,0,0,0
"LOC102723391",0,1,1,0,1,0
"LOC102723392",0,0,0,0,0,0
"LOC102723393",0,0,0,0,0,0
"LOC102723394",0,0,0,0,0,0
"LOC102723395",0,0,0,0,0,0
"LOC102723396",0,0,0,0,0,0
"LOC102723397",0,0,0,0,0,0
"LOC102723398",2,0,0,0,0,0
"LOC102723399",0,0,0,0,0,0
"LOC102723401",0,0,0,0,0,0
"LOC102723402",0,0,0,0,0,0
"LOC102723403",0,0,0,0,0,0
"LOC102723404",0,0,0,0,0,0
"LOC102723405",6,12,13,5,10,10
"LOC102723406",0,0,2,0,0,0
"LOC102723407",0,0,0,0,0,0
"LOC102723408",2,0,1,3,1,2
"LOC102723409",0,0,1,0,0,0
"LOC102723410",26,57,23,15,26,27
"LOC102723411",0,0,0,0,0,0
"LOC102723412",0,0,0,1,1,1
"LOC102723413",0,0,0,0,0,0
"LOC102723414",0,0,0,0,0,0
"LOC102723415",0,0,0,0,0,3
"LOC102723417",2,3,1,0,3,0
"LOC102723418",0,0,0,0,0,0
"LOC102723419",0,1,0,0,0,0
"LOC102723420",0,0,0,0,0,1
"LOC102723421",0,0,0,0,0,0
"LOC102723422",6526,3902,5231,9329,8176,4623
"LOC102723423",0,0,0,0,0,0
"LOC102723425",2,2,0,0,1,1
"LOC102723426",0,0,0,0,0,0
"LOC102723427",0,0,0,0,0,0
"LOC102723428",5,5,5,2,6,6
"LOC102723429",0,0,0,0,0,0
"LOC102723430",0,0,0,0,0,0
"LOC102723431",0,0,0,0,0,0
"LOC102723433",12,8,3,6,3,10
"LOC102723434",0,0,0,0,0,1
"LOC102723435",0,0,0,0,0,0
"LOC102723436",0,1,0,0,0,0
"LOC102723437",0,0,0,0,0,0
"LOC102723439",0,0,0,0,0,0
"LOC102723440",0,0,0,0,0,0
"LOC102723441",0,0,0,0,0,0
"LOC102723442",0,0,0,0,0,0
"LOC102723443",1,0,0,0,2,0
"LOC102723444",0,0,0,0,0,0
"LOC102723445",0,0,0,0,0,0
"LOC102723446",1,0,0,0,0,0
"LOC102723447",0,0,0,0,0,0
"LOC102723448",0,0,0,0,3,0
"LOC102723449",0,0,0,0,0,0
"LOC102723450",0,0,0,0,0,0
"LOC102723451",0,3,2,0,0,0
"LOC102723452",0,0,0,0,0,0
"LOC102723453",0,0,0,0,0,0
"LOC102723454",0,0,0,0,0,0
"LOC102723455",0,0,0,0,0,0
"LOC102723456",0,0,0,0,0,0
"LOC102723457",1,2,0,0,0,1
"LOC102723458",0,0,0,0,0,0
"LOC102723459",0,0,0,0,0,0
"LOC102723460",0,0,0,0,0,0
"LOC102723461",0,0,0,0,0,0
"LOC102723463",0,0,0,0,0,0
"LOC102723464",0,0,0,0,0,0
"LOC102723465",0,1,0,0,3,0
"LOC102723466",0,0,0,0,0,0
"LOC102723467",0,0,0,1,0,0
"LOC102723468",0,0,0,0,0,0
"LOC102723469",3,2,4,1,2,7
"LOC102723470",0,0,0,0,0,0
"LOC102723471",0,0,0,0,0,0
"LOC102723472",0,0,0,0,0,0
"LOC102723473",0,0,0,0,0,0
"LOC102723474",0,0,0,0,0,0
"LOC102723475",0,0,0,0,0,0
"LOC102723476",0,0,0,0,0,0
"LOC102723477",0,0,0,0,0,0
"LOC102723479",0,0,0,0,0,0
"LOC102723480",4,1,5,1,2,1
"LOC102723481",0,0,0,0,0,0
"LOC102723482",0,0,0,0,0,0
"LOC102723483",2,0,0,0,0,0
"LOC102723484",0,0,0,0,0,0
"LOC102723485",0,0,0,0,0,0
"LOC102723486",0,0,0,0,0,0
"LOC102723487",0,0,0,0,0,0
"LOC102723488",0,0,0,0,0,0
"LOC102723489",4,4,6,13,4,5
"LOC102723490",0,0,0,0,0,0
"LOC102723491",0,0,0,0,0,0
"LOC102723492",0,0,0,0,0,0
"LOC102723493",0,1,0,1,0,0
"LOC102723494",0,0,0,0,0,0
"LOC102723495",0,0,0,0,0,0
"LOC102723496",0,0,0,0,0,0
"LOC102723497",0,0,0,0,0,0
"LOC102723499",0,0,0,0,0,0
"LOC102723500",0,0,0,0,0,0
"LOC102723501",2,0,2,2,1,0
"LOC102723502",0,0,0,0,0,0
"LOC102723503",0,0,0,0,0,0
"LOC102723505",5,2,3,5,1,4
"LOC102723506",0,0,0,0,0,0
"LOC102723507",0,0,0,0,0,0
"LOC102723508",0,0,0,0,0,0
"LOC102723510",1,1,0,1,2,6
"LOC102723511",0,0,0,0,0,0
"LOC102723512",0,0,0,0,0,0
"LOC102723513",0,0,0,0,1,1
"LOC102723514",0,0,0,0,0,0
"LOC102723515",0,0,0,0,0,0
"LOC102723516",0,0,0,0,0,0
"LOC102723517",0,0,0,0,0,0
"LOC102723518",0,0,0,0,0,0
"LOC102723520",53,54,34,37,37,32
"LOC102723521",145,111,334,230,335,234
"LOC102723522",0,0,0,0,0,0
"LOC102723523",0,0,0,0,0,0
"LOC102723524",0,0,0,0,0,0
"LOC102723525",0,0,0,0,0,0
"LOC102723526",0,0,0,0,0,0
"LOC102723527",0,0,0,0,0,0
"LOC102723529",0,0,0,0,0,0
"LOC102723530",0,0,0,0,0,0
"LOC102723532",0,0,0,0,0,0
"LOC102723533",0,0,0,0,0,0
"LOC102723534",2,0,0,0,0,0
"LOC102723535",0,0,0,0,0,0
"LOC102723536",0,0,0,0,0,0
"LOC102723537",0,0,0,0,0,0
"LOC102723538",0,0,0,0,0,0
"LOC102723539",0,0,0,2,1,2
"LOC102723540",0,0,0,0,0,0
"LOC102723541",0,0,0,0,0,0
"LOC102723542",1,1,1,0,9,4
"LOC102723543",0,0,1,1,0,0
"LOC102723544",0,0,0,0,0,0
"LOC102723545",0,0,0,0,0,0
"LOC102723546",0,0,0,0,0,0
"LOC102723547",0,1,0,1,0,0
"LOC102723548",0,0,0,0,0,0
"LOC102723549",1,0,0,0,0,0
"LOC102723550",0,0,0,0,0,0
"LOC102723551",0,0,0,0,0,0
"LOC102723552",0,0,0,0,0,0
"LOC102723553",95,127,138,116,117,119
"LOC102723554",201,156,193,300,266,105
"LOC102723555",0,0,0,0,0,0
"LOC102723557",0,0,0,0,0,0
"LOC102723558",0,1,2,2,3,0
"LOC102723559",7,3,5,4,8,0
"LOC102723560",0,0,0,0,0,0
"LOC102723561",0,0,0,0,0,0
"LOC102723562",0,0,0,0,0,0
"LOC102723563",2,4,2,2,2,0
"LOC102723564",19,26,25,19,22,26
"LOC102723565",0,0,0,0,0,0
"LOC102723566",0,0,0,0,0,1
"LOC102723567",0,0,0,0,0,0
"LOC102723568",0,0,0,0,0,0
"LOC102723569",0,0,0,0,0,0
"LOC102723570",0,0,42,0,0,0
"LOC102723571",0,0,0,0,0,0
"LOC102723572",0,0,1,0,0,0
"LOC102723575",0,0,0,0,0,0
"LOC102723576",0,0,0,0,0,0
"LOC102723577",0,0,0,0,0,0
"LOC102723578",0,0,0,0,0,0
"LOC102723579",10,8,3,5,1,1
"LOC102723580",0,0,1,4,0,0
"LOC102723581",0,0,0,0,0,0
"LOC102723582",0,2,3,4,2,3
"LOC102723583",0,0,0,0,0,0
"LOC102723584",41,124,0,35,44,61
"LOC102723587",0,0,0,0,0,0
"LOC102723588",0,0,0,0,0,0
"LOC102723589",1,0,0,0,0,0
"LOC102723590",0,0,0,0,0,0
"LOC102723591",2,1,5,3,1,1
"LOC102723593",0,2,1,1,1,0
"LOC102723594",0,1,0,0,0,0
"LOC102723595",0,0,0,0,0,0
"LOC102723596",0,0,0,0,0,0
"LOC102723597",1,0,0,0,0,0
"LOC102723599",0,0,0,0,0,0
"LOC102723600",20,21,7,3,12,16
"LOC102723602",106,115,341,242,259,164
"LOC102723603",72,25,0,26,0,23
"LOC102723604",0,1,0,0,0,0
"LOC102723605",0,0,0,0,0,0
"LOC102723606",0,0,0,0,0,0
"LOC102723607",0,0,0,0,0,0
"LOC102723608",0,0,0,0,0,0
"LOC102723609",0,0,0,0,0,0
"LOC102723610",0,1,0,0,1,0
"LOC102723611",0,0,0,0,0,0
"LOC102723612",0,0,0,0,0,0
"LOC102723614",0,0,0,0,0,0
"LOC102723615",0,0,0,0,0,0
"LOC102723616",4,13,11,7,18,9
"LOC102723617",0,0,0,0,0,0
"LOC102723619",1,4,0,0,0,1
"LOC102723620",0,0,0,0,0,0
"LOC102723621",0,0,0,0,0,0
"LOC102723622",4,4,3,6,5,1
"LOC102723623",0,1,0,0,0,0
"LOC102723624",0,0,0,0,1,0
"LOC102723625",0,0,0,0,0,0
"LOC102723627",0,0,0,0,0,0
"LOC102723628",0,0,0,0,0,0
"LOC102723629",0,0,0,0,0,0
"LOC102723630",455,456,575,602,579,631
"LOC102723631",0,0,0,0,0,0
"LOC102723633",0,0,0,0,0,0
"LOC102723635",0,0,0,0,0,0
"LOC102723636",0,0,0,0,0,0
"LOC102723637",0,0,0,0,0,0
"LOC102723638",0,0,0,0,0,0
"LOC102723639",0,0,0,0,0,0
"LOC102723640",1,0,1,0,0,0
"LOC102723641",0,0,0,0,0,0
"LOC102723642",0,0,0,0,0,0
"LOC102723643",0,0,0,0,0,0
"LOC102723644",0,0,0,0,0,0
"LOC102723645",0,0,0,0,0,0
"LOC102723646",0,0,0,0,0,0
"LOC102723647",2,0,2,0,3,0
"LOC102723648",0,1,2,3,0,1
"LOC102723649",0,0,0,0,0,0
"LOC102723650",0,0,0,0,0,0
"LOC102723651",0,0,1,0,0,0
"LOC102723652",5,0,1,1,0,3
"LOC102723653",0,0,0,0,0,0
"LOC102723654",0,0,0,0,0,0
"LOC102723655",0,0,0,0,0,0
"LOC102723656",0,0,0,0,0,0
"LOC102723657",0,0,0,0,0,0
"LOC102723658",10,12,15,6,22,22
"LOC102723659",0,0,0,0,0,0
"LOC102723661",0,0,0,0,0,0
"LOC102723662",0,0,0,0,0,0
"LOC102723663",3,1,4,2,10,2
"LOC102723664",0,0,0,0,0,0
"LOC102723665",6,8,2,12,0,1
"LOC102723666",132,83,192,180,131,137
"LOC102723667",0,0,0,0,0,0
"LOC102723669",0,0,0,0,0,0
"LOC102723670",0,0,0,0,0,0
"LOC102723671",6,7,4,9,7,7
"LOC102723672",4,0,7,7,4,2
"LOC102723673",0,0,0,0,0,0
"LOC102723674",0,0,0,0,0,0
"LOC102723675",0,0,1,0,0,0
"LOC102723676",0,0,0,0,0,0
"LOC102723677",0,0,0,0,0,0
"LOC102723678",0,0,0,0,0,0
"LOC102723679",0,4,2,0,1,1
"LOC102723680",0,0,0,0,0,0
"LOC102723682",0,0,0,0,0,0
"LOC102723683",0,0,0,0,0,0
"LOC102723684",0,0,0,0,0,0
"LOC102723685",0,0,0,0,0,0
"LOC102723686",0,0,0,0,0,0
"LOC102723687",0,0,0,0,0,0
"LOC102723690",0,0,0,0,0,0
"LOC102723691",0,0,0,0,0,0
"LOC102723692",0,0,0,0,0,0
"LOC102723693",0,0,0,0,0,0
"LOC102723694",1,0,1,0,3,3
"LOC102723695",0,0,0,0,0,0
"LOC102723696",0,1,3,2,1,0
"LOC102723697",0,0,0,0,0,0
"LOC102723698",0,0,0,0,0,0
"LOC102723699",0,0,0,0,0,0
"LOC102723700",0,0,0,0,0,0
"LOC102723701",0,2,0,0,0,0
"LOC102723702",0,0,0,0,0,0
"LOC102723703",0,3,2,0,0,0
"LOC102723704",0,0,0,0,0,0
"LOC102723705",0,0,0,0,0,0
"LOC102723706",0,0,0,0,0,0
"LOC102723708",0,0,0,0,0,0
"LOC102723709",0,1,1,0,0,1
"LOC102723710",0,0,0,0,0,0
"LOC102723712",0,0,0,0,0,0
"LOC102723713",2,0,0,0,1,0
"LOC102723714",0,0,0,0,0,0
"LOC102723715",0,0,0,0,0,0
"LOC102723716",0,0,0,0,1,0
"LOC102723717",0,0,0,0,2,0
"LOC102723718",0,0,0,0,0,0
"LOC102723719",0,0,0,0,0,0
"LOC102723720",0,0,0,0,0,0
"LOC102723721",113,84,103,83,69,28
"LOC102723722",1,1,1,2,0,0
"LOC102723723",0,0,0,0,0,0
"LOC102723724",20,9,9,17,7,14
"LOC102723725",0,0,0,0,0,0
"LOC102723726",0,0,1,0,0,0
"LOC102723727",0,0,0,0,0,0
"LOC102723728",304,290,370,383,343,313
"LOC102723729",3,0,2,2,0,2
"LOC102723730",3,0,0,0,0,1
"LOC102723731",0,0,0,0,0,0
"LOC102723732",0,0,0,0,0,0
"LOC102723733",1,2,1,2,0,6
"LOC102723734",0,0,0,0,0,0
"LOC102723735",22,37,75,43,53,45
"LOC102723736",0,0,0,0,0,0
"LOC102723737",0,0,0,0,0,0
"LOC102723738",0,0,0,0,0,0
"LOC102723739",0,0,0,0,1,0
"LOC102723740",0,0,0,0,0,0
"LOC102723741",0,1,0,1,0,0
"LOC102723742",0,0,0,0,0,0
"LOC102723743",0,0,0,0,0,0
"LOC102723744",0,2,1,0,0,0
"LOC102723745",0,0,0,0,0,0
"LOC102723746",0,0,0,0,0,0
"LOC102723749",0,0,0,0,0,0
"LOC102723750",0,0,0,0,0,0
"LOC102723751",0,0,0,0,0,0
"LOC102723752",0,0,0,0,0,0
"LOC102723754",4,3,3,3,7,3
"LOC102723755",1,1,7,7,9,1
"LOC102723756",0,0,1,0,0,0
"LOC102723757",1,0,0,0,0,0
"LOC102723758",0,0,0,0,0,0
"LOC102723759",0,0,0,0,0,0
"LOC102723760",0,0,0,0,0,0
"LOC102723761",0,2,0,0,0,0
"LOC102723762",0,0,0,0,0,0
"LOC102723763",0,0,0,0,0,0
"LOC102723764",0,0,0,0,0,0
"LOC102723765",0,0,0,0,0,0
"LOC102723766",0,0,0,0,0,0
"LOC102723767",0,0,0,0,0,0
"LOC102723768",0,0,0,0,0,0
"LOC102723769",0,0,0,0,0,0
"LOC102723770",0,1,0,0,0,1
"LOC102723771",0,0,0,0,0,0
"LOC102723772",0,0,0,1,0,0
"LOC102723773",85,66,75,67,99,70
"LOC102723774",0,0,0,0,0,1
"LOC102723775",1,7,2,4,5,0
"LOC102723777",0,0,0,0,0,0
"LOC102723778",0,0,0,0,0,0
"LOC102723779",11,6,3,3,5,3
"LOC102723780",0,0,0,0,0,0
"LOC102723781",0,0,1,0,0,0
"LOC102723782",1,3,0,1,0,1
"LOC102723783",0,0,0,0,0,0
"LOC102723784",0,0,0,0,0,0
"LOC102723785",0,0,0,0,0,0
"LOC102723786",0,0,0,0,0,0
"LOC102723787",0,0,0,0,0,0
"LOC102723788",0,0,0,1,0,0
"LOC102723789",0,0,0,0,0,0
"LOC102723790",0,0,0,0,0,0
"LOC102723791",0,0,0,0,0,0
"LOC102723793",0,0,0,0,0,0
"LOC102723794",11,5,12,17,19,14
"LOC102723795",0,0,0,0,0,0
"LOC102723796",0,0,0,0,0,0
"LOC102723797",1,10,2,5,4,4
"LOC102723798",0,0,0,0,0,0
"LOC102723799",0,0,0,0,0,0
"LOC102723800",0,0,0,0,0,0
"LOC102723801",0,1,0,0,1,0
"LOC102723802",0,0,0,0,0,0
"LOC102723803",0,0,0,0,0,0
"LOC102723804",0,0,0,0,0,0
"LOC102723805",0,0,0,0,0,0
"LOC102723806",8,1,4,2,3,6
"LOC102723807",3,0,1,0,0,0
"LOC102723808",0,0,0,0,0,0
"LOC102723809",0,0,0,0,0,0
"LOC102723810",0,0,0,0,0,0
"LOC102723811",0,0,0,0,0,0
"LOC102723812",0,0,0,0,0,0
"LOC102723813",0,0,0,0,0,0
"LOC102723814",3,1,0,1,0,0
"LOC102723816",0,0,0,0,0,0
"LOC102723817",33,43,70,76,93,44
"LOC102723818",0,0,0,0,0,0
"LOC102723819",0,0,0,0,0,0
"LOC102723820",2,0,1,2,3,5
"LOC102723821",0,0,0,0,0,0
"LOC102723822",0,0,0,0,0,0
"LOC102723823",0,0,0,0,0,0
"LOC102723824",0,0,0,0,0,0
"LOC102723825",0,0,0,0,0,0
"LOC102723826",0,0,0,0,0,0
"LOC102723827",1,0,0,0,0,0
"LOC102723828",0,0,0,0,0,0
"LOC102723829",0,0,0,0,0,0
"LOC102723830",0,0,0,0,0,0
"LOC102723831",0,0,0,0,0,0
"LOC102723832",0,0,0,0,0,0
"LOC102723833",0,0,0,0,0,0
"LOC102723834",0,1,0,1,0,0
"LOC102723835",0,0,0,0,0,0
"LOC102723836",0,0,0,0,0,0
"LOC102723837",0,0,0,0,0,0
"LOC102723838",0,0,0,0,0,0
"LOC102723839",0,0,0,0,0,0
"LOC102723840",0,0,0,0,0,0
"LOC102723841",0,0,0,0,0,0
"LOC102723842",0,0,0,0,0,0
"LOC102723843",0,0,0,0,0,0
"LOC102723844",0,0,0,0,0,0
"LOC102723845",0,0,1,0,0,2
"LOC102723846",0,0,0,0,0,0
"LOC102723847",0,0,0,0,0,1
"LOC102723848",0,0,0,0,0,0
"LOC102723849",0,0,0,0,0,1
"LOC102723850",0,0,0,0,0,0
"LOC102723851",0,0,0,0,0,0
"LOC102723853",0,0,0,0,0,0
"LOC102723854",0,0,0,0,0,0
"LOC102723855",0,0,0,0,0,0
"LOC102723856",0,0,0,0,0,0
"LOC102723857",0,0,0,0,0,0
"LOC102723858",0,0,0,0,0,0
"LOC102723859",4,0,0,0,0,5
"LOC102723860",0,0,0,0,0,0
"LOC102723861",0,0,0,0,0,0
"LOC102723862",0,0,0,0,0,0
"LOC102723863",0,4,2,6,17,11
"LOC102723864",6,10,35,42,28,18
"LOC102723865",0,0,0,0,2,0
"LOC102723866",0,2,0,0,0,0
"LOC102723867",1,0,1,0,0,4
"LOC102723868",0,0,0,0,0,0
"LOC102723869",0,0,0,0,0,0
"LOC102723870",0,0,0,1,0,0
"LOC102723871",0,0,0,0,0,0
"LOC102723872",0,0,0,0,0,0
"LOC102723873",0,0,0,0,0,0
"LOC102723874",0,0,0,0,0,0
"LOC102723875",0,0,0,0,0,0
"LOC102723876",0,0,0,0,0,0
"LOC102723877",0,0,0,0,0,0
"LOC102723878",0,0,0,0,0,0
"LOC102723879",0,0,0,0,0,0
"LOC102723880",0,0,0,0,0,0
"LOC102723881",0,0,0,0,0,0
"LOC102723882",0,0,0,0,0,0
"LOC102723883",0,0,0,0,0,0
"LOC102723884",0,0,0,0,0,0
"LOC102723885",4,4,6,9,3,4
"LOC102723886",32,18,13,5,13,5
"LOC102723887",0,0,0,0,0,0
"LOC102723888",0,0,0,0,0,0
"LOC102723889",0,0,0,0,0,0
"LOC102723890",0,0,0,0,0,0
"LOC102723891",1,0,0,0,1,0
"LOC102723892",0,0,0,0,0,0
"LOC102723893",0,0,0,0,0,0
"LOC102723894",0,0,0,0,0,0
"LOC102723895",1,0,0,0,0,0
"LOC102723896",0,0,0,0,0,0
"LOC102723897",9,17,8,5,16,16
"LOC102723898",0,0,0,0,0,0
